Year,TimePeriod,OriginName,DestinationName,Flow,type,OriginLat,OriginLon,DestinationLat,DestinationLon
2019,AM PEAK,Bond Street,Canary Wharf,1406.0,OUT,51.513797282327445,-0.14961360853164615,51.50357837512887,-0.019466840139324412
2019,INTER PEAK,Bond Street,London Bridge,4560.0,OUT,51.513797282327445,-0.14961360853164615,51.50467420930433,-0.08600559774813961
2019,PM PEAK,Bond Street,Waterloo,6938.0,OUT,51.513797282327445,-0.14961360853164615,51.50314645678346,-0.11325925125819598
2019,AM PEAK,Bond Street,Bank,770.0,OUT,51.513797282327445,-0.14961360853164615,51.51334691914183,-0.08900012349437465
2019,INTER PEAK,Bond Street,Liverpool Street,3937.0,OUT,51.513797282327445,-0.14961360853164615,51.51759813225402,-0.08224962188885442
2019,PM PEAK,Bond Street,London Bridge,6748.0,OUT,51.513797282327445,-0.14961360853164615,51.50467420930433,-0.08600559774813961
2019,AM PEAK,Bond Street,Liverpool Street,674.0,OUT,51.513797282327445,-0.14961360853164615,51.51759813225402,-0.08224962188885442
2019,INTER PEAK,Bond Street,Bank,3622.0,OUT,51.513797282327445,-0.14961360853164615,51.51334691914183,-0.08900012349437465
2019,PM PEAK,Bond Street,Liverpool Street,5528.0,OUT,51.513797282327445,-0.14961360853164615,51.51759813225402,-0.08224962188885442
2019,AM PEAK,Bond Street,St. Pauls,613.0,OUT,51.513797282327445,-0.14961360853164615,51.514835138739876,-0.09757100011698537
2019,INTER PEAK,Bond Street,Canary Wharf,2756.0,OUT,51.513797282327445,-0.14961360853164615,51.50357837512887,-0.019466840139324412
2019,PM PEAK,Bond Street,North Greenwich,3374.0,OUT,51.513797282327445,-0.14961360853164615,51.5002551610895,0.003586259125950833
2019,AM PEAK,Bond Street,London Bridge,515.0,OUT,51.513797282327445,-0.14961360853164615,51.50467420930433,-0.08600559774813961
2019,INTER PEAK,Bond Street,Waterloo,2703.0,OUT,51.513797282327445,-0.14961360853164615,51.50314645678346,-0.11325925125819598
2019,PM PEAK,Bond Street,Canary Wharf,3175.0,OUT,51.513797282327445,-0.14961360853164615,51.50357837512887,-0.019466840139324412
2019,AM PEAK,Green Park,Canary Wharf,1112.0,OUT,51.50676025371464,-0.1424775744225331,51.50357837512887,-0.019466840139324412
2019,INTER PEAK,Green Park,Victoria,6346.0,OUT,51.50676025371464,-0.1424775744225331,51.49642371956767,-0.14392070512630392
2019,PM PEAK,Green Park,Victoria,10781.0,OUT,51.50676025371464,-0.1424775744225331,51.49642371956767,-0.14392070512630392
2019,AM PEAK,Green Park,Victoria,422.0,OUT,51.50676025371464,-0.1424775744225331,51.49642371956767,-0.14392070512630392
2019,INTER PEAK,Green Park,London Bridge,3851.0,OUT,51.50676025371464,-0.1424775744225331,51.50467420930433,-0.08600559774813961
2019,PM PEAK,Green Park,Waterloo,4681.0,OUT,51.50676025371464,-0.1424775744225331,51.50314645678346,-0.11325925125819598
2019,AM PEAK,Green Park,London Bridge,387.0,OUT,51.50676025371464,-0.1424775744225331,51.50467420930433,-0.08600559774813961
2019,INTER PEAK,Green Park,Canary Wharf,2912.0,OUT,51.50676025371464,-0.1424775744225331,51.50357837512887,-0.019466840139324412
2019,PM PEAK,Green Park,London Bridge,4286.0,OUT,51.50676025371464,-0.1424775744225331,51.50467420930433,-0.08600559774813961
2019,AM PEAK,Green Park,Kings Cross St. Pancras,341.0,OUT,51.50676025371464,-0.1424775744225331,51.53031226194627,-0.12387212868703427
2019,INTER PEAK,Green Park,Kings Cross St. Pancras,2746.0,OUT,51.50676025371464,-0.1424775744225331,51.53031226194627,-0.12387212868703427
2019,PM PEAK,Green Park,Kings Cross St. Pancras,3813.0,OUT,51.50676025371464,-0.1424775744225331,51.53031226194627,-0.12387212868703427
2019,AM PEAK,Green Park,Brixton,263.0,OUT,51.50676025371464,-0.1424775744225331,51.46273661697816,-0.11455209682922837
2019,INTER PEAK,Green Park,Waterloo,1934.0,OUT,51.50676025371464,-0.1424775744225331,51.50314645678346,-0.11325925125819598
2019,PM PEAK,Green Park,Brixton,3460.0,OUT,51.50676025371464,-0.1424775744225331,51.46273661697816,-0.11455209682922837
2019,AM PEAK,Waterloo,Bank,57803.0,OUT,51.50314645678346,-0.11325925125819598,51.51334691914183,-0.08900012349437465
2019,INTER PEAK,Waterloo,Bank,11048.0,OUT,51.50314645678346,-0.11325925125819598,51.51334691914183,-0.08900012349437465
2019,PM PEAK,Waterloo,Bank,5680.0,OUT,51.50314645678346,-0.11325925125819598,51.51334691914183,-0.08900012349437465
2019,AM PEAK,Waterloo,Canary Wharf,26199.0,OUT,51.50314645678346,-0.11325925125819598,51.50357837512887,-0.019466840139324412
2019,INTER PEAK,Waterloo,London Bridge,7160.0,OUT,51.50314645678346,-0.11325925125819598,51.50467420930433,-0.08600559774813961
2019,PM PEAK,Waterloo,London Bridge,4916.0,OUT,51.50314645678346,-0.11325925125819598,51.50467420930433,-0.08600559774813961
2019,AM PEAK,Waterloo,Oxford Circus,9313.0,OUT,51.50314645678346,-0.11325925125819598,51.51522317440166,-0.1408361701333405
2019,INTER PEAK,Waterloo,Oxford Circus,5297.0,OUT,51.50314645678346,-0.11325925125819598,51.51522317440166,-0.1408361701333405
2019,PM PEAK,Waterloo,North Greenwich,3844.0,OUT,51.50314645678346,-0.11325925125819598,51.5002551610895,0.003586259125950833
2019,AM PEAK,Waterloo,Bond Street,8250.0,OUT,51.50314645678346,-0.11325925125819598,51.513797282327445,-0.14961360853164615
