Station,Cluster,Line,Latitude,Longitude,05:00-06:00,06:00-07:00,07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00,22:00-23:00
Morden,1,Northern,51.40218564474951,-0.1948519795190437,-0.508114084810064,1.0034521629535602,2.3220938144426633,2.303131765377937,0.779865751981764,-0.06446925134840761,-0.2732649763930908,-0.33000524860338004,-0.41953624400730033,-0.49456566155793813,-0.42679827775346874,-0.11767190153075995,0.13247216107643736,-0.18322525964706263,-0.669307318685041,-0.9184326523108972,-1.0305495177994315,-1.1050752613855181
South Wimbledon,2,Northern,51.41536039779992,-0.19197454409905726,-0.990256654456229,-0.006390718863303115,2.002634594820874,2.6294076241808857,0.5250697555147223,-0.3126430551178081,-0.4618001893604664,-0.451695808128125,-0.45564933789717954,-0.45351542614379897,-0.22290240856612673,0.23461886990269432,0.7742113453946685,0.47867696199947524,-0.398629197736163,-0.8781015141490647,-0.9781655803356865,-1.0348692610593686
Colliers Wood,1,Northern,51.41875889952969,-0.17741509804960517,-0.7401425108728046,0.4680372793574102,2.199760335297224,2.641177452688575,0.735729501530798,-0.1490613377331758,-0.2901712442614297,-0.34196468038307104,-0.40739016676027506,-0.4709505096978826,-0.3687799102133722,-0.12317865445572017,0.21556284022611025,0.044740200539406284,-0.5327017304176216,-0.8645613877351047,-0.9711068829542729,-1.0449985941547988
Tooting Broadway,2,Northern,51.42704887092591,-0.16868452577766038,-1.2399975679314414,-0.11578292173616929,1.6932082441073713,2.5602278833245986,0.5231380128322416,-0.38637341815058923,-0.43521073868529414,-0.3644448214469137,-0.403299091157781,-0.3688325194566667,-0.058634192289971424,0.5535235344033587,1.0483690311525804,0.45044388813513847,-0.3698352110669279,-0.8410890067745141,-1.065882730933619,-1.179528374325399
Tooting Bec,6,Northern,51.435837804955476,-0.15970049083173754,-0.9336108977915245,-0.14958682815468247,1.9149266469235844,2.9628293234080325,0.7378191956166829,-0.23462061019134148,-0.37006621326169686,-0.3854634761215824,-0.44487431930497473,-0.4874984712799328,-0.33008742532884655,0.03100443263722618,0.3269469920459005,0.1503763348609681,-0.3797440640769517,-0.6873117463138625,-0.8208139817898045,-0.9002248918771945
Balham,6,Northern,51.443182314397006,-0.15268516199326135,-1.027583585414801,-0.10521366068508098,1.9435537423821294,2.7745419233578996,0.7932131866254871,-0.2968110165712562,-0.4508903818412061,-0.47280379871031336,-0.5226412080595918,-0.5640516215316886,-0.3566617056424306,0.0967692418642192,0.526240552759411,0.4399374801100514,-0.3253435033263731,-0.7620535191208699,-0.8392309738253507,-0.8509711523702437
Clapham South,6,Northern,51.45267624920499,-0.14798406833029198,-0.8876438313427417,-0.1408613065709992,1.7849297080851596,3.001979085208798,0.8342952593632311,-0.24762843465711593,-0.41504168221483334,-0.3977860110847473,-0.47508030390193723,-0.5456338657945354,-0.2730485666834352,0.07627544010249512,0.26641431633701496,0.22544492779816636,-0.3158261776220627,-0.7377346013308462,-0.863457523867139,-0.8895964318244701
Clapham Common,2,Northern,51.461803445807924,-0.1383149013879234,-1.218666462164438,-0.40707105833589313,1.5362102051524162,2.7972046651673064,0.9413021095131912,-0.3369769094282993,-0.5410815644120035,-0.5155078984371593,-0.5500279699246439,-0.5720909761900628,-0.3162769294981465,0.2959299964890871,0.8153139275930377,0.5701699542101901,-0.20270654076155437,-0.7381031896379127,-0.7945463715818455,-0.7630749877532667
Clapham North,2,Northern,51.46491600472909,-0.1299100619146426,-1.117392177583832,-0.2521772239613943,1.7927230615800636,2.6357284235972664,0.9435016251309112,-0.36943733701111475,-0.5812746459051817,-0.5599180571159073,-0.6209090259365814,-0.6497579915413014,-0.456547336626987,0.17844482645266216,0.7523419860015986,0.6551233609704237,-0.029555789017380325,-0.6997849021907896,-0.7872362817301671,-0.8338725151122888
Stockwell,6,Northern & Victoria,51.47215905711563,-0.12284630335652602,-1.0106456923459908,-0.2024769015504294,1.4025300566283194,3.045032684238282,1.1543920119016833,-0.17736438502722826,-0.406753231454169,-0.4332312453504968,-0.45180812197384795,-0.4736298764821741,-0.3206225805139391,0.01702904902749169,0.39055718504062525,0.28968013139621474,-0.3072983403469551,-0.7627345408890466,-0.8542493321451071,-0.8984068701532306
Oval,3,Northern,51.48141241737747,-0.11332107512133172,-1.30735548959621,-0.5987530362694179,0.7284689240206799,1.9424320506565051,0.9616685127398586,-0.4112484058752603,-0.7073021515985697,-0.5804830997540845,-0.5209712178854989,-0.5904322769023179,-0.10743417203035105,1.0294668248166592,1.7668106953196456,1.1643372428475962,-0.029922371750564,-0.7991818757524792,-0.9100886673487754,-1.03001148563741
Kennington,2,Northern,51.48866228881571,-0.1050706127740003,-1.4930940951792768,-0.6603233163674461,0.9129869971547326,2.6902974507244477,1.205335685863184,-0.09169461127063738,-0.36990705098650734,-0.35959611519043716,-0.4046722576785088,-0.42789025662883917,-0.15784595375198707,0.3297543430986408,0.8770485691805203,0.857234360960232,-0.16687669641622915,-0.8124116246593894,-0.9176514696917716,-1.010693959160728
Waterloo,1,Northern & Jubilee,51.50314645678346,-0.11325925125819598,-1.447486892825841,-0.6511129783311859,1.2905401785883426,2.7007678151355323,0.9269184210891395,-0.1342121267284993,-0.3794742664736611,-0.4303111921880767,-0.5012674042174005,-0.5280181831159285,-0.3006539429972524,0.2931839127200789,1.0372703531009801,0.7685308952232072,-0.2811134004308283,-0.7898092830642796,-0.8051985229963705,-0.7685533824879615
Embankment,4,Northern,51.50731229694681,-0.1223673356621198,-1.5389333478764866,-1.2365917569900289,-0.6446892188265444,-0.41876157429254185,-0.7630069279527674,-0.8468011463759204,-0.7597347215211651,-0.5655756209017839,-0.3848452968294345,-0.1218983366997986,0.3752956612305202,1.1656494762151284,2.039622898834603,1.5485981173457621,0.4772216117237829,-0.04542937146132281,0.42082152818172347,1.2990580261962763
Charing Cross,3,Northern,51.50835842818622,-0.12480293723304417,-1.9310550217831184,-1.2516128067732988,-0.2710636490426263,0.26380959485304223,-0.4365262361580624,-0.8130164642899262,-0.8175005137434282,-0.6321364444596579,-0.44495602957104485,-0.20052703942637853,0.2512970076756666,1.0077336820992546,1.9844221148899286,1.5420273964572953,0.34436783754790584,-0.22837945244902705,0.3140482705282189,1.3190677536452646
Leicester Square,5,Northern,51.51129097417173,-0.12824214662980674,-1.1050439999641912,-1.056688625063394,-1.0318031358867745,-0.9832745121150996,-0.9279686793266357,-0.8588917012472903,-0.7504246380005318,-0.5826345120249664,-0.33354937204944973,-0.06459446103587042,0.1762090839347288,0.4771153641868308,0.9104476615603277,0.9921059761973906,0.7709455255455031,0.7397100485123904,1.4838970035791932,2.1444429731978394
Goodge Street,5,Northern,51.52061289126984,-0.13480768911472682,-1.1415137384374294,-1.08125065232917,-1.0092556848825611,-0.8758996530685796,-0.763480839223725,-0.6715252497851842,-0.5204480596327549,-0.3226747680414571,-0.09974058498803866,0.017322490668691574,0.5439647210273204,1.3080764027306235,2.2964014924148404,1.8677938979886535,0.6840072017183901,0.11665789155842146,-0.09769985280349629,-0.250735014914548
